,PDB,CHAIN,SP_PRIMARY,RES_BEG,RES_END,PDB_BEG,PDB_END,SP_BEG,SP_END
89492,2j6x,A,Q44467,1,374,,374,1,374
89493,2j6x,B,Q44467,1,374,,374,1,374
89494,2j6x,C,Q44467,1,374,,374,1,374
89495,2j6x,D,Q44467,1,374,,374,1,374
89496,2j6x,E,Q44467,1,374,,374,1,374
89497,2j6x,F,Q44467,1,374,,374,1,374
89498,2j6x,G,Q44467,1,374,,374,1,374
89499,2j6x,H,Q44467,1,374,,374,1,374
89543,2j7c,A,Q08638,24,468,,,2,446
89544,2j7c,B,Q08638,24,468,2,,2,446
89545,2j7d,A,Q08638,24,468,,,2,446
89546,2j7d,B,Q08638,24,468,,,2,446
89566,2j7p,A,O07347,1,294,,294,1,294
89567,2j7p,B,O07347,1,294,,294,1,294
89568,2j7p,D,P83749,1,283,22,,22,304
89569,2j7p,E,P83749,1,283,,,22,304
89572,2j7t,A,O94804,3,302,,317,18,317
89579,2j7x,A,Q62986,1,255,,,255,509
89580,2j7x,B,Q9HCD5,1,17,,,338,354
89581,2j7y,A,Q62986,1,255,,,255,509
89582,2j7y,B,Q9HCD5,1,17,,,338,354
89588,2j83,A,Q8TL28,1,262,,,61,322
89589,2j83,B,Q8TL28,1,262,,,61,322
89630,2j8t,A,P15121,1,316,0,315,1,316
89651,2j8z,A,Q53FA7,23,354,2,333,1,332
89690,2j9f,A,P12694,1,400,,400,46,445
89691,2j9f,B,P21953,1,342,,342,51,392
89692,2j9f,C,P12694,1,400,,400,46,445
89693,2j9f,D,P21953,1,342,,342,51,392
89694,2j9g,A,P24182,1,449,1,,1,449
89695,2j9g,B,P24182,1,449,1,,1,449
89696,2j9h,A,P09211,1,209,2,210,2,210
89697,2j9h,B,P09211,1,209,2,210,2,210
89786,2j9l,A,P51795,2,177,,746,641,816
89787,2j9l,B,P51795,2,177,,746,641,816
89788,2j9l,C,P51795,2,177,,746,641,816
89789,2j9l,D,P51795,2,177,,746,641,816
89790,2j9l,E,P51795,2,177,,746,641,816
89791,2j9l,F,P51795,2,177,,746,641,816
89792,2j9m,A,P24941,1,298,1,298,1,298
89893,2jae,A,Q8VPD4,1,489,,,46,534
89894,2jae,B,Q8VPD4,1,489,,,46,534
89897,2jah,A,Q9LCV7,1,247,,247,1,247
89898,2jah,B,Q9LCV7,1,247,,247,1,247
89899,2jah,C,Q9LCV7,1,247,,247,1,247
89900,2jah,D,Q9LCV7,1,247,,247,1,247
89908,2jam,A,Q96NX5,2,304,,,176,316
89909,2jam,B,Q96NX5,2,304,,,176,316
89915,2jap,A,Q9LCV7,1,247,,247,1,247
89916,2jap,B,Q9LCV7,1,247,,247,1,247
89917,2jap,C,Q9LCV7,1,247,,247,1,247
89918,2jap,D,Q9LCV7,1,247,,247,1,247
89922,2jas,A,Q93IG4,2,206,1,,1,205
89923,2jas,B,Q93IG4,2,206,1,,1,205
89924,2jas,C,Q93IG4,2,206,1,,1,205
89925,2jas,D,Q93IG4,2,206,1,,1,205
89926,2jas,E,Q93IG4,2,206,1,,1,205
89927,2jas,F,Q93IG4,2,206,1,,1,205
89931,2jav,A,P51955,1,271,,271,1,271
89941,2jb1,A,Q8VPD4,1,489,,,46,534
89942,2jb1,B,Q8VPD4,1,489,,,46,534
89943,2jb2,A,Q8VPD4,1,489,,,46,534
89944,2jb2,B,Q8VPD4,1,489,,,46,534
89947,2jb4,A,P05326,1,331,,331,1,331
89974,2jbl,C,P07173,1,356,,,1,356
89975,2jbl,H,P06008,1,258,1,258,1,258
89976,2jbl,L,P06009,1,273,1,273,2,274
89977,2jbl,M,P06010,1,323,1,323,2,324
90007,2jbs,A,Q6Q272,1,422,,422,1,422
90008,2jbs,B,Q6Q272,1,422,,422,1,422
90009,2jbs,C,Q6Q272,1,422,,422,1,422
90010,2jbs,D,Q6Q272,1,422,,422,1,422
90011,2jbt,A,Q6Q272,1,422,,422,1,422
90012,2jbt,B,Q6Q272,1,422,,422,1,422
90013,2jbt,C,Q6Q272,1,422,,422,1,422
90014,2jbt,D,Q6Q272,1,422,,422,1,422
90046,2jc6,A,Q8IU85,2,334,,,1,333
90047,2jc6,C,Q8IU85,2,334,,,1,333
90077,2jcs,A,Q9XZT6,1,230,,,1,230
90078,2jcs,B,Q9XZT6,1,230,,,1,230
90079,2jcv,A,P9WNS1,10,398,,389,1,389
90080,2jcv,B,P9WNS1,10,398,,389,1,389
90082,2jcx,A,P9WNS1,10,398,,389,1,389
90083,2jcx,B,P9WNS1,10,398,,389,1,389
90086,2jd0,A,P9WNS1,10,398,,389,1,389
90087,2jd0,B,P9WNS1,10,398,,389,1,389
90088,2jd1,A,P9WNS1,10,398,,389,1,389
90089,2jd1,B,P9WNS1,10,398,,389,1,389
90208,2jdc,A,Q65LG7,1,146,,146,1,146
90209,2jdd,A,Q65LG7,1,146,,146,1,146
90257,2jds,A,P00517,1,351,,350,1,351
90258,2jds,I,P61925,1,20,5,24,6,25
90259,2jdt,A,P00517,1,351,,350,1,351
90260,2jdt,I,P61925,1,20,5,24,6,25
90265,2jdv,A,P00517,1,351,,350,1,351
90266,2jdv,I,P61925,1,20,5,24,6,25
90310,2jed,A,Q04759,1,346,,,361,706
90311,2jed,B,Q04759,1,346,,706,361,706
90354,2jev,A,P21673,4,174,,,1,171
90355,2jev,B,P21673,4,174,,,1,171
90358,2jey,A,P21836,1,545,1,,32,576
90359,2jey,B,P21836,1,545,,,32,576
90362,2jf0,A,P21836,1,545,1,,32,576
90363,2jf0,B,P21836,1,545,,,32,576
90371,2jf6,A,Q8GU20,1,532,,,1,532
90372,2jf6,B,Q8GU20,1,532,,,1,532
90375,2jf9,A,P03372,22,252,,,303,533
90376,2jf9,B,P03372,22,252,,,303,533
90377,2jf9,C,P03372,22,252,,,303,533
90378,2jfa,A,P03372,22,252,,,303,533
90379,2jfa,B,P03372,22,252,,,303,533
90392,2jfg,A,P14900,1,438,,437,1,438
90393,2jfh,A,P14900,1,438,,437,1,438
90419,2jfz,A,Q9ZLT0,1,255,1,255,1,255
90420,2jfz,B,Q9ZLT0,1,255,1,255,1,255
90427,2jg3,A,P14385,1,421,,,1,421
90428,2jg3,D,P14385,1,421,,,1,421
90434,2jg7,A,Q4KTQ7,1,510,1,,2,511
90435,2jg7,B,Q4KTQ7,1,510,1,,2,511
90436,2jg7,C,Q4KTQ7,1,510,1,,2,511
90437,2jg7,D,Q4KTQ7,1,510,1,,2,511
90438,2jg7,E,Q4KTQ7,1,510,1,,2,511
90439,2jg7,F,Q4KTQ7,1,510,1,,2,511
90440,2jg7,G,Q4KTQ7,1,510,1,,2,511
90441,2jg7,H,Q4KTQ7,1,510,1,,2,511
90455,2jgb,A,O60573,6,195,45,234,45,234
90456,2jgb,B,Q13541,1,17,51,,51,67
90482,2jgs,A,P02701,3,86,,,69,152
90483,2jgs,B,P02701,3,86,3,,69,152
90484,2jgs,C,P02701,3,86,,,69,152
90485,2jgs,D,P02701,3,86,,,69,152
90499,2jh0,C,P00734,1,36,,,328,363
90500,2jh0,D,P00734,1,259,16,,364,622
90501,2jh0,H,P28507,1,10,55,64,55,64
90510,2jh5,C,P00734,1,36,,,328,363
90511,2jh5,D,P00734,1,259,16,,364,622
90512,2jh5,H,P28507,1,10,55,64,55,64
90513,2jh6,C,P00734,1,36,,,328,363
90514,2jh6,D,P00734,1,259,16,,364,622
90515,2jh6,H,P28507,1,10,55,64,55,64
90527,2jhf,A,P00327,1,374,1,374,2,375
90528,2jhf,B,P00327,1,374,1,374,2,375
90579,2ji5,A,Q8U122,3,227,1,225,1,225
90580,2ji5,B,Q8U122,3,227,1,225,1,225
90581,2ji6,A,P40149,1,568,,,1,568
90582,2ji6,B,P40149,1,568,,,1,568
90583,2ji7,A,P40149,1,568,,,1,568
90584,2ji7,B,P40149,1,568,,,1,568
90585,2ji8,A,P40149,1,568,,,1,568
90586,2ji8,B,P40149,1,568,,,1,568
90587,2ji9,A,P40149,1,568,,,1,568
90588,2ji9,B,P40149,1,568,,,1,568
90590,2jib,A,P40149,1,568,,,1,568
90591,2jib,B,P40149,1,568,,,1,568
90600,2jih,A,Q9UHI8,1,296,,548,253,548
90601,2jih,B,Q9UHI8,1,296,,548,253,548
90613,2jir,A,P81186,1,723,,723,33,755
90636,2jiz,A,P19483,1,510,,510,44,553
90637,2jiz,B,P19483,1,510,,,44,553
90638,2jiz,C,P19483,1,510,,510,44,553
90639,2jiz,D,P00829,1,482,,,47,528
90640,2jiz,E,P00829,1,482,,,47,528
90641,2jiz,F,P00829,1,482,,,47,528
90642,2jiz,G,P05631,1,272,1,272,26,297
90643,2jiz,H,P19483,1,510,,510,44,553
90644,2jiz,I,P19483,1,510,,,44,553
90645,2jiz,J,P19483,1,510,,510,44,553
90646,2jiz,K,P00829,1,482,,,47,528
90647,2jiz,L,P00829,1,482,,,47,528
90648,2jiz,M,P00829,1,482,,,47,528
90649,2jiz,N,P05631,1,272,1,272,26,297
90653,2jj1,A,P19483,1,510,,510,44,553
90654,2jj1,B,P19483,1,510,,,44,553
90655,2jj1,C,P19483,1,510,,510,44,553
90656,2jj1,D,P00829,1,482,,,47,528
90657,2jj1,E,P00829,1,482,,,47,528
90658,2jj1,F,P00829,1,482,,,47,528
90659,2jj1,G,P05631,1,272,1,272,26,297
90660,2jj1,H,P19483,1,510,,510,44,553
90661,2jj1,I,P19483,1,510,,,44,553
90662,2jj1,J,P19483,1,510,,510,44,553
90663,2jj1,K,P00829,1,482,,,47,528
90664,2jj1,L,P00829,1,482,,,47,528
90665,2jj1,M,P00829,1,482,,,47,528
90666,2jj1,N,P05631,1,272,1,272,26,297
90667,2jj2,A,P19483,1,510,,510,44,553
90668,2jj2,B,P19483,1,510,,,44,553
90669,2jj2,C,P19483,1,510,,510,44,553
90670,2jj2,D,P00829,1,482,,,47,528
90671,2jj2,E,P00829,1,482,,,47,528
90672,2jj2,F,P00829,1,482,,,47,528
90673,2jj2,G,P05631,1,272,1,272,26,297
90674,2jj2,H,P19483,1,510,,510,44,553
90675,2jj2,I,P19483,1,510,,,44,553
90676,2jj2,J,P19483,1,510,,510,44,553
90677,2jj2,K,P00829,1,482,,,47,528
90678,2jj2,L,P00829,1,482,,,47,528
90679,2jj2,M,P00829,1,482,,,47,528
90680,2jj2,N,P05631,1,272,1,272,26,297
90681,2jj3,A,Q92731,3,257,,,251,505
90682,2jj3,B,Q92731,3,257,,,251,505
90693,2jj8,A,Q9XZT6,1,230,,,1,230
90694,2jj8,B,Q9XZT6,1,230,,,1,230
90695,2jj8,C,Q9XZT6,1,230,,,1,230
90696,2jj8,D,Q9XZT6,1,230,,,1,230
90713,2jji,A,P11838,1,329,1,330,90,419
90714,2jjj,A,P11838,1,329,1,330,90,419
90715,2jjk,A,P09467,1,338,,,1,338
90716,2jjk,B,P09467,1,338,,,1,338
90717,2jjk,C,P09467,1,338,,,1,338
90718,2jjk,D,P09467,1,338,,,1,338
90733,2jjo,A,P48635,15,411,,411,1,397
90734,2jjp,A,P48635,15,411,15,411,1,397
90750,2jjx,A,A0A6L7HKK4,9,255,,,1,247
90751,2jjx,B,A0A6L7HKK4,9,255,,,1,247
90752,2jjx,C,A0A6L7HKK4,9,255,,,1,247
90772,2jk6,A,A4HSF7,21,511,1,,1,491
90773,2jk6,B,A4HSF7,21,511,1,,1,491
90783,2jkc,A,P95480,1,538,,,1,538
90804,2jkk,A,Q00944,1,276,,,411,686
90818,2jko,A,Q00944,1,276,,686,411,686
90821,2jkq,A,Q00944,1,276,,686,411,686
90848,2jkv,A,P52209,23,505,,483,1,483
90849,2jkv,B,P52209,23,505,,483,1,483
90850,2jkv,C,P52209,23,505,,483,1,483
90851,2jkv,D,P52209,23,505,,483,1,483
90852,2jkv,E,P52209,23,505,,483,1,483
90853,2jkv,F,P52209,23,505,,,1,483
90863,2jl1,A,Q2TNI4,1,287,1,287,1,287
90869,2jla,A,P17109,3,558,1,556,1,556
90870,2jla,B,P17109,3,558,1,556,1,556
90871,2jla,C,P17109,3,558,1,556,1,556
90872,2jla,D,P17109,3,558,1,556,1,556
90873,2jlb,A,Q8PC69,1,568,,568,1,568
90874,2jlb,B,Q8PC69,1,568,,568,1,568
90875,2jlc,A,P17109,22,577,1,556,1,556
90876,2jlc,B,P17109,22,577,1,556,1,556
90879,2jle,A,Q72547,1,566,1,,1,566
90880,2jle,B,Q72547,1,566,,,1,566
90903,2jlr,A,Q2YHF0,4,451,,618,1645,2092
90957,2jn3,A,P80226,1,125,1,125,2,126
90977,2jnp,A,P08254,1,161,88,248,105,265
91050,2jpr,A,P12497,1,145,1,145,133,277
91148,2jsd,A,O60882,1,160,113,272,113,272
91166,2jt2,A,O67648,1,274,,,1,274
91431,2k0g,A,Q98GN8,3,142,216,355,216,355
91471,2k1q,A,P90191,1,180,,180,1027,1206
91615,2k5t,A,P37613,1,127,1,127,1,127
91623,2k62,A,P80226,1,125,1,125,2,126
91793,2kaw,A,P51141,1,90,1,90,248,337
91799,2kb2,A,A6T8V8,4,148,4,148,1,145
91855,2kce,A,P0A884,1,264,1,264,1,264
91856,2kce,B,P0A884,1,264,1,264,1,264
91968,2kfx,T,P63316,1,89,1,89,1,89
91992,2kgk,A,Q81R22,1,162,1,162,1,162
92170,2klh,A,O35820,4,144,11,151,11,151
92171,2klh,B,O35820,4,144,11,151,11,151
92207,2kmn,A,P0A6K3,1,147,1,147,2,148
92218,2kmx,A,Q04656,5,185,1051,1231,1051,1231
92286,2kot,A,Q99584,1,98,1,98,1,98
92287,2kot,B,Q99584,1,98,1,98,1,98
92364,2krd,C,P63316,1,89,1,89,1,89
92365,2krd,I,P19429,1,17,147,163,148,164
92424,2kt4,B,Q9I9P7,2,157,2,157,23,178
92434,2ktd,A,O09114,3,167,25,189,25,189
92475,2kug,A,P0DP23,1,148,1,,2,149
92544,2kwi,A,P11234,1,178,8,185,8,185
92545,2kwi,B,Q15311,3,56,393,446,393,446
92707,2l0x,A,Q62639,1,169,6,174,6,174
92741,2l1r,A,P63316,1,89,1,89,1,89
92742,2l1r,B,P19429,1,20,144,163,145,164
92780,2l2s,A,Q3JK38,5,117,5,117,1,113
92984,2l84,A,Q92793,5,121,1081,1197,1081,1197
92985,2l85,A,Q92793,5,121,1081,1197,1081,1197
92998,2l8m,A,P00183,1,415,,414,1,415
93000,2l8r,A,Q9Y530,2,151,3,152,3,152
93014,2l98,A,P63316,2,72,91,161,91,161
93094,2lba,A,F1NUJ7,5,132,,127,1,128
93097,2lbd,A,P13631,22,267,,,178,423
93115,2lbv,A,Q9I9P7,2,157,2,157,23,178
93162,2ldb,A,P00344,1,317,15,331,1,317
93163,2ldb,B,P00344,1,317,15,331,1,317
93164,2ldb,C,P00344,1,317,15,331,1,317
93165,2ldb,D,P00344,1,317,15,331,1,317
93218,2lf1,A,P00381,1,162,1,162,2,163
93236,2lfo,A,P80226,1,125,1,125,2,126
93919,2lwi,A,P01112,7,172,1,166,1,166
93970,2ly0,A,Q6XT21,2,31,20,49,20,49
93971,2ly0,B,Q6XT21,2,31,20,49,20,49
93972,2ly0,C,Q6XT21,2,31,20,49,20,49
93973,2ly0,D,Q6XT21,2,31,20,49,20,49
94031,2lzg,A,Q00987,1,125,1,125,1,125
94194,2m3z,A,P12497,1,55,1,55,378,432
94230,2m56,A,P00183,1,404,11,414,12,415
94231,2m56,B,P00259,1,106,1,106,2,107
94238,2m5d,A,P04190,1,227,1,227,31,257
94450,2mas,A,Q27546,2,314,3,,3,315
94451,2mas,B,Q27546,2,314,3,,3,315
94452,2mas,C,Q27546,2,314,3,,3,315
94453,2mas,D,Q27546,2,314,3,,3,315
94783,2mji,A,P12104,1,131,1,131,2,132
94790,2mjp,A,Q57679,9,193,,193,1,185
94791,2mjp,B,Q57679,9,193,,193,1,185
94906,2mm3,A,P51161,1,127,1,127,2,128
94992,2mok,A,P61949,1,176,1,176,1,176
95163,2msc,A,P02647,3,200,201,398,68,265
95164,2msc,B,P01116,3,187,1,185,1,186
95165,2msc,C,P02647,3,200,399,596,68,265
95166,2msd,A,P02647,3,200,201,398,68,265
95167,2msd,B,P01116,3,187,1,185,1,186
95168,2msd,C,P02647,3,200,399,596,68,265
95169,2mse,A,P02647,3,200,201,398,68,265
95170,2mse,B,P01116,3,187,1,185,1,186
95171,2mse,C,P02647,3,200,399,596,68,265
95172,2mse,D,P10398,1,73,808,880,19,91
95205,2mt9,A,P0ABY4,1,173,1,173,1,173
95339,2mwg,A,O34627,2,261,2,261,2,261
95340,2mwg,B,O34627,2,261,2,261,2,261
95854,2nad,A,P33160,1,393,1,,2,394
95855,2nad,B,P33160,1,393,1,,2,394
95867,2nap,A,P81186,1,723,,723,33,755
95927,2ncd,A,P20480,1,420,,,281,700
96013,2nli,A,Q44467,1,368,7,374,7,374
96014,2nli,B,Q44467,1,368,7,374,7,374
96047,2nm2,A,P56740,1,121,1,121,1,121
96048,2nm2,B,P56740,1,121,1,121,1,121
96049,2nm2,C,P56740,1,121,1,121,1,121
96050,2nm2,D,P56740,1,121,1,121,1,121
96066,2nmt,A,P14743,1,422,34,455,34,455
96068,2nmv,A,P37954,1,661,,,1,661
96069,2nmv,B,P37954,1,38,622,659,622,659
96070,2nmx,A,P00915,1,260,,260,2,261
96071,2nmx,B,P00915,1,260,,260,2,261
96072,2nmy,A,P04587,1,99,1,99,501,599
96073,2nmy,B,P04587,1,99,101,199,501,599
96095,2nn7,A,P00915,1,260,,260,2,261
96096,2nn7,B,P00915,1,260,,260,2,261
96113,2nnh,A,P10632,10,472,28,490,28,490
96114,2nnh,B,P10632,10,472,28,490,28,490
96115,2nni,A,P10632,10,472,28,490,28,490
96116,2nnj,A,P10632,10,472,28,490,28,490
96117,2nnk,A,P04587,1,99,1,99,501,599
96118,2nnk,B,P04587,1,99,101,199,501,599
96119,2nnl,D,P51110,1,337,,,1,337
96120,2nnl,F,P51110,1,337,,,1,337
96132,2nnp,A,P04587,1,99,1,99,501,599
96133,2nnp,B,P04587,1,99,101,199,501,599
96134,2nnq,A,P15090,1,131,1,131,2,132
96178,2nod,A,P29477,1,423,77,,77,499
96179,2nod,B,P29477,1,423,77,,77,499
96191,2nom,A,Q381M1,21,353,,,1,333
96192,2nom,B,Q381M1,21,353,1,333,1,333
96238,2np6,A,P14385,1,421,,,1,421
96239,2np6,D,P14385,1,421,,,1,421
96240,2np7,A,P14385,1,421,,,1,421
96241,2np8,A,O14965,6,272,,,125,391
96242,2np9,A,Q8KLK7,4,440,,,2,438
96243,2np9,B,Q8KLK7,4,440,,,2,438
96244,2np9,C,Q8KLK7,4,440,,,2,438
96245,2npa,A,Q07869,1,270,199,,199,468
96246,2npa,B,Q15788,1,15,683,697,683,697
96247,2npa,C,Q07869,1,270,199,468,199,468
96248,2npa,D,Q15788,1,15,,,683,697
96251,2npd,A,P69681,1,406,,,23,428
96253,2npf,A,P32324,1,842,,842,1,842
96254,2npf,B,P32324,1,842,,842,1,842
96258,2npi,A,Q08685,17,460,,445,2,445
96259,2npi,B,Q08685,17,460,,445,2,445
96260,2npi,C,P39081,1,110,,,454,563
96261,2npi,D,P39081,1,110,,,454,563
96267,2npn,A,Q6NIF5,2,251,1,250,1,250
96286,2npx,A,P37062,1,447,1,447,1,447
96294,2nq7,A,P53582,26,329,90,393,81,384
96295,2nq8,A,Q9BJJ9,1,229,97,325,97,325
96296,2nq8,B,Q9BJJ9,1,229,97,325,97,325
96297,2nq8,C,Q9BH77,1,60,366,425,366,425
96298,2nq8,D,Q9BH77,1,60,366,425,366,425
96359,2nr4,A,Q8PVV4,3,213,,,2,212
96360,2nr4,B,Q8PVV4,3,213,,,2,212
96408,2nru,A,Q9NWZ3,1,307,,,154,460
96409,2nru,B,Q9NWZ3,1,307,,,154,460
96410,2nru,C,Q9NWZ3,1,307,,,154,460
96411,2nru,D,Q9NWZ3,1,307,,,154,460
96417,2nry,A,Q9NWZ3,1,307,,,154,460
96418,2nry,B,Q9NWZ3,1,307,,,154,460
96419,2nry,C,Q9NWZ3,1,307,,,154,460
96420,2nry,D,Q9NWZ3,1,307,,460,154,460
96444,2nsd,A,P9WGR1,1,269,,269,1,269
96445,2nsd,B,P9WGR1,1,269,,269,1,269
96523,2ntj,A,P9WGR1,2,268,3,269,3,269
96524,2ntj,B,P9WGR1,2,268,3,269,3,269
96544,2ntr,A,P56817,2,405,,385,43,446
96550,2ntv,A,Q9CBM1,1,268,2,269,2,269
96551,2ntv,B,Q9CBM1,1,268,2,269,2,269
96585,2nu9,A,P0AGE9,1,288,1,,2,289
96586,2nu9,B,P0A836,1,388,1,,1,388
96587,2nu9,D,P0AGE9,1,288,1,,2,289
96588,2nu9,E,P0A836,1,388,1,,1,388
96589,2nu9,F,P0AGE9,1,288,1,,2,289
96590,2nu9,G,P0A836,1,388,1,,1,388
96591,2nu9,H,P0AGE9,1,288,1,,2,289
96592,2nu9,I,P0A836,1,388,1,,1,388
96593,2nua,A,P0AGE9,1,288,1,,2,289
96594,2nua,B,P0A836,1,388,1,388,1,388
96595,2nua,D,P0AGE9,1,288,1,,2,289
96596,2nua,E,P0A836,1,388,1,,1,388
96678,2nv4,A,O29998,1,139,1,,1,139
96679,2nv4,B,O29998,1,139,1,,1,139
96683,2nv6,A,P9WGR1,2,268,3,269,3,269
96684,2nv7,A,Q92731,1,238,263,500,263,500
96685,2nv7,B,Q92731,1,238,263,,263,500
96686,2nv7,C,Q15788,1,10,604,613,631,640
96687,2nv7,D,Q15788,1,10,604,613,631,640
96704,2nvb,A,P14941,1,352,1,352,1,352
96705,2nvb,B,P14941,1,352,1,352,1,352
96706,2nvb,C,P14941,1,352,1,352,1,352
96707,2nvb,D,P14941,1,352,1,352,1,352
96708,2nvc,A,P15121,1,316,,315,1,316
96709,2nvd,A,P15121,1,316,,315,1,316
96715,2nvk,X,P91938,1,488,,488,106,593
96877,2nx3,A,O66496,1,267,,,1,267
96878,2nx3,B,O66496,1,267,,,1,267
96879,2nx3,C,O66496,1,267,,,1,267
96880,2nx3,D,O66496,1,267,,,1,267
96881,2nx3,E,O66496,1,267,,,1,267
96882,2nx3,F,O66496,1,267,,,1,267
96883,2nx3,G,O66496,1,267,,,1,267
96884,2nx3,H,O66496,1,267,,,1,267
96885,2nx3,I,O66496,1,267,,,1,267
96886,2nx3,J,O66496,1,267,,,1,267
96887,2nx3,K,O66496,1,267,,,1,267
96888,2nx3,L,O66496,1,267,,,1,267
96924,2nxe,A,Q84BQ9,1,254,1,254,1,254
96925,2nxe,B,Q84BQ9,1,254,1,254,1,254
96941,2nxi,A,O66496,1,263,,264,2,264
96942,2nxi,B,O66496,1,263,,264,2,264
96943,2nxi,C,O66496,1,263,,264,2,264
96944,2nxi,D,O66496,1,263,,264,2,264
96945,2nxi,E,O66496,1,263,,264,2,264
96946,2nxi,F,O66496,1,263,,264,2,264
96947,2nxi,G,O66496,1,263,,264,2,264
96948,2nxi,H,O66496,1,263,,264,2,264
96949,2nxi,I,O66496,1,263,,264,2,264
96950,2nxi,J,O66496,1,263,,264,2,264
96951,2nxi,K,O66496,1,263,,264,2,264
96952,2nxi,L,O66496,1,263,,264,2,264
97047,2nya,A,P33937,1,792,1,,37,828
97048,2nya,F,P33937,1,792,1,,37,828
97090,2nyr,A,Q9NXA8,3,271,,302,34,302
97091,2nyr,B,Q9NXA8,3,271,,302,34,302
97098,2nyu,A,Q9UI43,1,196,1,,51,246
97099,2nyu,B,Q9UI43,1,196,1,,51,246
97126,2nz5,A,Q9KZF5,1,407,,407,1,407
97127,2nz5,B,Q9KZF5,1,407,,407,1,407
97203,2o06,A,P19623,3,304,,302,1,302
97204,2o06,B,P19623,3,304,,302,1,302
97205,2o07,A,P19623,3,304,,,1,302
97206,2o07,B,P19623,3,304,,,1,302
97238,2o0u,A,P53779,1,364,,,39,402
97249,2o12,A,P9WPY1,1,401,1,,1,401
97284,2o1o,A,Q5CR09,22,368,,,38,384
97285,2o1o,B,Q5CR09,22,368,,,38,384
97288,2o1s,A,P77488,1,620,,620,1,620
97289,2o1s,B,P77488,1,620,,620,1,620
97290,2o1s,C,P77488,1,620,,620,1,620
97291,2o1s,D,P77488,1,620,,620,1,620
97302,2o1u,A,P41148,22,666,,,73,754
97303,2o1u,B,P41148,22,666,,,73,754
97304,2o1v,A,P41148,22,666,,,73,754
97305,2o1v,B,P41148,22,666,,,73,754
97311,2o1x,A,Q9RUB5,1,629,,,1,629
97312,2o1x,B,Q9RUB5,1,629,,629,1,629
97313,2o1x,C,Q9RUB5,1,629,,,1,629
97314,2o1x,D,Q9RUB5,1,629,,629,1,629
97315,2o1y,A,Q07817,5,173,5,213,1,209
97326,2o21,A,P10415,1,164,1,204,3,207
97327,2o22,A,P10415,1,164,1,204,3,207
97328,2o23,A,Q99714,3,263,,261,1,261
97329,2o23,B,Q99714,3,263,1,261,1,261
97345,2o28,A,Q96EK6,1,184,,184,1,184
97346,2o28,B,Q96EK6,1,184,,,1,184
97361,2o2f,A,P10415,1,138,6,201,8,204
97379,2o2m,A,Q07817,1,19,6,24,2,20
97380,2o2m,A,Q07817,21,22,26,27,22,23
97381,2o2m,A,Q07817,29,145,34,200,52,196
97382,2o2n,A,Q07817,1,19,6,24,2,20
97383,2o2n,A,Q07817,21,22,26,27,22,23
97384,2o2n,A,Q07817,29,145,34,200,52,196
97390,2o2q,A,P28037,10,517,,902,395,902
97391,2o2q,B,P28037,10,517,,902,395,902
97392,2o2q,C,P28037,10,517,,902,395,902
97393,2o2q,D,P28037,10,517,,902,395,902
97394,2o2r,A,P28037,10,517,,902,395,902
97395,2o2r,B,P28037,10,517,,902,395,902
97396,2o2r,C,P28037,10,517,,902,395,902
97397,2o2r,D,P28037,10,517,,902,395,902
97398,2o2s,A,Q6UCJ9,1,315,,,103,417
97399,2o2s,B,Q6UCJ9,1,315,,,103,417
97402,2o2u,A,P53779,1,364,,,39,402
97407,2o2y,A,Q9BH77,1,349,,,84,432
97408,2o2y,B,Q9BH77,1,349,,,84,432
97409,2o2y,C,Q9BH77,1,349,,,84,432
97410,2o2y,D,Q9BH77,1,349,,,84,432
97411,2o2z,A,Q9K706,2,323,1,,1,322
97412,2o2z,B,Q9K706,2,323,,,1,322
97413,2o2z,C,Q9K706,2,323,,,1,322
97414,2o2z,D,Q9K706,2,323,1,,1,322
97473,2o3u,A,P28907,7,262,45,,45,300
97474,2o3u,B,P28907,7,262,45,,45,300
97475,2o3z,A,O67648,1,271,,,1,271
97476,2o3z,B,O67648,1,271,,,1,271
97480,2o48,X,Q9TQS6,1,334,,,1,334
97483,2o4c,A,Q9I3W9,1,380,1,380,1,380
97484,2o4c,B,Q9I3W9,1,380,1,380,1,380
97487,2o4g,A,Q91XB0,11,247,9,,9,245
97488,2o4g,B,Q91XB0,11,247,9,,9,245
97489,2o4g,C,Q91XB0,11,247,9,,9,245
97490,2o4g,D,Q91XB0,11,247,9,,9,245
97495,2o4j,A,P13053,1,261,,,116,423
97496,2o4j,C,Q15648,1,13,625,,640,652
97507,2o4p,A,P03367,1,99,1,99,501,599
97508,2o4p,B,P03367,1,99,1,99,501,599
97513,2o4r,A,P13053,1,261,,,116,423
97514,2o4r,C,Q15648,1,13,625,,640,652
97526,2o4z,A,P00918,1,260,,,1,260
97552,2o5d,A,P26663,9,576,3,,2422,2989
97553,2o5d,B,P26663,9,576,3,,2422,2989
97619,2o65,A,P11309,1,285,,,29,313
97643,2o6h,A,Q8YGH2,1,157,,157,1,157
97644,2o6h,B,Q8YGH2,1,157,,157,1,157
97645,2o6h,C,Q8YGH2,1,157,,157,1,157
97646,2o6h,D,Q8YGH2,1,157,,157,1,157
97647,2o6h,E,Q8YGH2,1,157,,157,1,157
97769,2o7o,A,P0ACT4,1,207,2,208,2,208
97770,2o7p,A,Q3ZUB0,7,372,2,367,2,367
