PDB,CHAIN,ACCESSION,EC_NUMBER
1mtb,B,P03369,3.1.26.13
1mtb,B,P03369,3.4.23.16
1mtc,A,P04905,2.5.1.18
1mtc,B,P04905,2.5.1.18
1mti,A,P02185,1.11.1.-
1mti,A,P02185,1.7.-.-
1mtj,A,P02185,1.11.1.-
1mtj,A,P02185,1.7.-.-
1mtk,A,P02185,1.11.1.-
1mtk,A,P02185,1.7.-.-
1mtl,A,P0A9H1,3.2.2.28
1mtl,B,P0A9H1,3.2.2.28
1mtn,A,P00766,3.4.21.1
1mtn,B,P00766,3.4.21.1
1mtn,C,P00766,3.4.21.1
1mtn,E,P00766,3.4.21.1
1mtn,F,P00766,3.4.21.1
1mtn,G,P00766,3.4.21.1
1mto,A,P00512,2.7.1.11
1mto,B,P00512,2.7.1.11
1mto,C,P00512,2.7.1.11
1mto,D,P00512,2.7.1.11
1mto,E,P00512,2.7.1.11
1mto,F,P00512,2.7.1.11
1mto,G,P00512,2.7.1.11
1mto,H,P00512,2.7.1.11
1mtr,A,P03369,2.7.7.-
1mtr,A,P03369,2.7.7.49
1mtr,A,P03369,2.7.7.7
1mtr,A,P03369,3.1.-.-
1mtr,A,P03369,3.1.13.2
1mtr,A,P03369,3.1.26.13
1mtr,A,P03369,3.4.23.16
1mtr,B,P03369,2.7.7.-
1mtr,B,P03369,2.7.7.49
1mtr,B,P03369,2.7.7.7
1mtr,B,P03369,3.1.-.-
1mtr,B,P03369,3.1.13.2
1mtr,B,P03369,3.1.26.13
1mtr,B,P03369,3.4.23.16
1mts,A,P00760,3.4.21.4
1mtu,A,P00760,3.4.21.4
1mtv,A,P00760,3.4.21.4
1mtw,A,P00760,3.4.21.4
1mty,B,P18798,1.14.13.25
1mty,C,P18798,1.14.13.25
1mty,D,P22869,1.14.13.25
1mty,E,P22869,1.14.13.25
1mty,G,P11987,1.14.13.25
1mty,H,P11987,1.14.13.25
1mtz,A,P96084,3.4.11.5
1mu0,A,P96084,3.4.11.5
1mu2,A,P04584,2.7.7.-
1mu2,A,P04584,2.7.7.49
1mu2,A,P04584,2.7.7.7
1mu2,A,P04584,3.1.-.-
1mu2,A,P04584,3.1.13.2
1mu2,A,P04584,3.1.26.13
1mu2,A,P04584,3.4.23.47
1mu2,B,P04584,2.7.7.-
1mu2,B,P04584,2.7.7.49
1mu2,B,P04584,2.7.7.7
1mu2,B,P04584,3.1.-.-
1mu2,B,P04584,3.1.13.2
1mu2,B,P04584,3.1.26.13
1mu2,B,P04584,3.4.23.47
1mu5,A,O05207,5.6.2.2
1mu6,A,P00734,3.4.21.5
1mu6,B,P00734,3.4.21.5
1mu7,A,Q9NUW8,3.1.4.-
1mu7,B,Q9NUW8,3.1.4.-
1mu8,A,P00734,3.4.21.5
1mu8,B,P00734,3.4.21.5
1mu9,A,Q9NUW8,3.1.4.-
1mu9,B,Q9NUW8,3.1.4.-
1mua,A,P00918,4.2.1.1
1mua,A,P00918,4.2.1.69
1muc,A,P08310,5.5.1.1
1muc,B,P08310,5.5.1.1
1mud,A,P17802,3.2.2.31
1mue,A,P00734,3.4.21.5
1mue,B,P00734,3.4.21.5
1muf,A,Q8WTS6,2.1.1.364
1mug,A,P0A9H1,3.2.2.28
1muh,A,Q46731,3.1.-.-
1mui,A,Q903J0,3.4.23.16
1mui,B,Q903J0,3.4.23.16
1muk,A,P0CK31,2.7.7.48
1mum,A,P77541,4.1.3.30
1mum,B,P77541,4.1.3.30
1mun,A,P17802,3.2.2.31
1muo,A,O14965,2.7.11.1
1mus,A,Q46731,3.1.-.-
1mut,A,P08337,3.6.1.55
1muu,A,P11759,1.1.1.132
1muu,B,P11759,1.1.1.132
1muu,C,P11759,1.1.1.132
1muu,D,P11759,1.1.1.132
1muw,A,P15587,5.3.1.5
1muy,A,P17802,3.2.2.31
1mv5,A,Q9CHL8,7.6.2.2
1mv5,B,Q9CHL8,7.6.2.2
1mv5,C,Q9CHL8,7.6.2.2
1mv5,D,Q9CHL8,7.6.2.2
1mv8,A,P11759,1.1.1.132
1mv8,B,P11759,1.1.1.132
1mv8,C,P11759,1.1.1.132
1mv8,D,P11759,1.1.1.132
1mve,A,P17989,3.2.1.73
1mvh,A,O60016,2.1.1.355
1mvh,A,O60016,2.1.1.366
1mvh,A,O60016,2.1.1.367
1mvl,A,Q9SWE5,4.1.1.36
1mvn,A,Q9SWE5,4.1.1.36
1mvp,A,P26315,3.4.23.-
1mvp,B,P26315,3.4.23.-
1mvs,A,P00374,1.5.1.3
1mvt,A,P00374,1.5.1.3
1mvu,P,P21448,7.6.2.1
1mvu,P,P21448,7.6.2.2
1mvw,1,P68135,3.6.4.-
1mvw,2,P68135,3.6.4.-
1mvw,3,P68135,3.6.4.-
1mvw,4,P68135,3.6.4.-
1mvw,5,P68135,3.6.4.-
1mvw,6,P68135,3.6.4.-
1mvw,7,P68135,3.6.4.-
1mvw,8,P68135,3.6.4.-
1mvw,9,P68135,3.6.4.-
1mvw,V,P68135,3.6.4.-
1mvw,W,P68135,3.6.4.-
1mvw,X,P68135,3.6.4.-
1mvw,Y,P68135,3.6.4.-
1mvw,Z,P68135,3.6.4.-
1mvx,A,O60016,2.1.1.355
1mvx,A,O60016,2.1.1.366
1mvx,A,O60016,2.1.1.367
1mvy,A,Q9ZEU2,2.4.1.4
1mw0,A,Q9ZEU2,2.4.1.4
1mw1,A,Q9ZEU2,2.4.1.4
1mw2,A,Q9ZEU2,2.4.1.4
1mw3,A,Q9ZEU2,2.4.1.4
1mw4,B,P04626,2.7.10.1
1mw8,X,P06612,5.6.2.1
1mw9,X,P06612,5.6.2.1
1mwc,A,P02189,1.11.1.-
1mwc,A,P02189,1.7.-.-
1mwc,B,P02189,1.11.1.-
1mwc,B,P02189,1.7.-.-
1mwd,A,P02189,1.11.1.-
1mwd,A,P02189,1.7.-.-
1mwd,B,P02189,1.11.1.-
1mwd,B,P02189,1.7.-.-
1mwe,A,P03472,3.2.1.18
1mwh,A,P0CK31,2.7.7.48
1mwi,A,P0A9H1,3.2.2.28
1mwj,A,P0A9H1,3.2.2.28
1mwo,A,Q7LYT7,3.2.1.1
1mwr,A,Q93IC2,2.4.1.129
1mwr,B,Q93IC2,2.4.1.129
1mws,A,Q93IC2,2.4.1.129
1mws,B,Q93IC2,2.4.1.129
1mwt,A,Q93IC2,2.4.1.129
1mwt,B,Q93IC2,2.4.1.129
1mwu,A,Q93IC2,2.4.1.129
1mwu,B,Q93IC2,2.4.1.129
1mwy,A,P37617,7.2.2.-
1mwy,A,P37617,7.2.2.12
1mwy,A,P37617,7.2.2.21
1mwz,A,P37617,7.2.2.-
1mwz,A,P37617,7.2.2.12
1mwz,A,P37617,7.2.2.21
1mx0,A,O05207,5.6.2.2
1mx0,B,O05207,5.6.2.2
1mx0,C,O05207,5.6.2.2
1mx0,D,O05207,5.6.2.2
1mx0,E,O05207,5.6.2.2
1mx0,F,O05207,5.6.2.2
1mx1,A,P23141,3.1.1.1
1mx1,A,P23141,3.1.1.13
1mx1,A,P23141,3.1.1.56
1mx1,B,P23141,3.1.1.1
1mx1,B,P23141,3.1.1.13
1mx1,B,P23141,3.1.1.56
1mx1,C,P23141,3.1.1.1
1mx1,C,P23141,3.1.1.13
1mx1,C,P23141,3.1.1.56
1mx1,D,P23141,3.1.1.1
1mx1,D,P23141,3.1.1.13
1mx1,D,P23141,3.1.1.56
1mx1,E,P23141,3.1.1.1
1mx1,E,P23141,3.1.1.13
1mx1,E,P23141,3.1.1.56
1mx1,F,P23141,3.1.1.1
1mx1,F,P23141,3.1.1.13
1mx1,F,P23141,3.1.1.56
1mx3,A,Q13363,1.1.1.-
1mx5,A,P23141,3.1.1.1
1mx5,A,P23141,3.1.1.13
1mx5,A,P23141,3.1.1.56
1mx5,B,P23141,3.1.1.1
1mx5,B,P23141,3.1.1.13
1mx5,B,P23141,3.1.1.56
1mx5,C,P23141,3.1.1.1
1mx5,C,P23141,3.1.1.13
1mx5,C,P23141,3.1.1.56
1mx5,D,P23141,3.1.1.1
1mx5,D,P23141,3.1.1.13
1mx5,D,P23141,3.1.1.56
1mx5,E,P23141,3.1.1.1
1mx5,E,P23141,3.1.1.13
1mx5,E,P23141,3.1.1.56
1mx5,F,P23141,3.1.1.1
1mx5,F,P23141,3.1.1.13
1mx5,F,P23141,3.1.1.56
1mx9,A,P23141,3.1.1.1
1mx9,A,P23141,3.1.1.13
1mx9,A,P23141,3.1.1.56
1mx9,B,P23141,3.1.1.1
1mx9,B,P23141,3.1.1.13
1mx9,B,P23141,3.1.1.56
1mx9,C,P23141,3.1.1.1
1mx9,C,P23141,3.1.1.13
1mx9,C,P23141,3.1.1.56
1mx9,D,P23141,3.1.1.1
1mx9,D,P23141,3.1.1.13
1mx9,D,P23141,3.1.1.56
1mx9,E,P23141,3.1.1.1
1mx9,E,P23141,3.1.1.13
1mx9,E,P23141,3.1.1.56
1mx9,F,P23141,3.1.1.1
1mx9,F,P23141,3.1.1.13
1mx9,F,P23141,3.1.1.56
1mx9,G,P23141,3.1.1.1
1mx9,G,P23141,3.1.1.13
1mx9,G,P23141,3.1.1.56
1mx9,H,P23141,3.1.1.1
1mx9,H,P23141,3.1.1.13
1mx9,H,P23141,3.1.1.56
1mx9,I,P23141,3.1.1.1
1mx9,I,P23141,3.1.1.13
1mx9,I,P23141,3.1.1.56
1mx9,J,P23141,3.1.1.1
1mx9,J,P23141,3.1.1.13
1mx9,J,P23141,3.1.1.56
1mx9,K,P23141,3.1.1.1
1mx9,K,P23141,3.1.1.13
1mx9,K,P23141,3.1.1.56
1mx9,L,P23141,3.1.1.1
1mx9,L,P23141,3.1.1.13
1mx9,L,P23141,3.1.1.56
1mxa,A,P0A817,2.5.1.6
1mxb,A,P0A817,2.5.1.6
1mxc,A,P0A817,2.5.1.6
1mxd,A,Q7LYT7,3.2.1.1
1mxe,E,Q63450,2.7.11.17
1mxe,F,Q63450,2.7.11.17
1mxg,A,Q7LYT7,3.2.1.1
1mxi,A,P44868,2.1.1.207
1mxo,A,P00811,3.5.2.6
1mxo,B,P00811,3.5.2.6
1mxr,A,P69924,1.17.4.1
1mxr,B,P69924,1.17.4.1
1mxs,A,P00885,4.1.2.14
1mxt,A,P12676,1.1.3.6
1mxt,A,P12676,5.3.3.1
1my6,A,Q8DIR2,1.15.1.1
1my6,B,Q8DIR2,1.15.1.1
1my8,A,P00811,3.5.2.6
1my8,B,P00811,3.5.2.6
1myf,A,P02185,1.11.1.-
1myf,A,P02185,1.7.-.-
1myg,A,P02189,1.11.1.-
1myg,A,P02189,1.7.-.-
1myg,B,P02189,1.11.1.-
1myg,B,P02189,1.7.-.-
1myh,A,P02189,1.11.1.-
1myh,A,P02189,1.7.-.-
1myh,B,P02189,1.11.1.-
1myh,B,P02189,1.7.-.-
1myi,A,P02189,1.11.1.-
1myi,A,P02189,1.7.-.-
1myi,B,P02189,1.11.1.-
1myi,B,P02189,1.7.-.-
1myj,A,P02189,1.11.1.-
1myj,A,P02189,1.7.-.-
1myj,B,P02189,1.11.1.-
1myj,B,P02189,1.7.-.-
1mym,A,P02185,1.11.1.-
1mym,A,P02185,1.7.-.-
1myp,A,P05164,1.11.2.2
1myp,B,P05164,1.11.2.2
1myp,C,P05164,1.11.2.2
1myp,D,P05164,1.11.2.2
1myr,A,P29736,3.2.1.147
1myt,A,P02205,1.11.1.-
1myt,A,P02205,1.7.-.-
1myz,A,P02185,1.11.1.-
1myz,A,P02185,1.7.-.-
1mz0,A,P02185,1.11.1.-
1mz0,A,P02185,1.7.-.-
1mz5,A,O44049,3.2.1.18
1mz6,A,O44049,3.2.1.18
1mz8,B,Q47112,3.1.-.-
1mz8,D,Q47112,3.1.-.-
1mza,A,P49863,3.4.21.-
1mzc,A,P49354,2.5.1.58
1mzc,A,P49354,2.5.1.59
1mzc,B,P49356,2.5.1.58
1mzd,A,P49863,3.4.21.-
1mze,A,Q9NWT6,1.14.11.30
1mze,A,Q9NWT6,1.14.11.n4
1mzf,A,Q9NWT6,1.14.11.30
1mzf,A,Q9NWT6,1.14.11.n4
1mzh,A,O66540,4.1.2.4
1mzh,B,O66540,4.1.2.4
1mzj,A,Q9F6D4,2.3.1.180
1mzj,A,Q9F6D4,2.3.1.300
1mzj,B,Q9F6D4,2.3.1.180
1mzj,B,Q9F6D4,2.3.1.300
1mzk,A,P46014,3.1.3.16
1mzo,A,P09373,2.3.1.54
1mzo,B,P09373,2.3.1.54
1mzr,A,Q46857,1.1.1.-
1mzr,A,Q46857,1.1.1.2
1mzr,A,Q46857,1.1.1.346
1mzr,B,Q46857,1.1.1.-
1mzr,B,Q46857,1.1.1.2
1mzr,B,Q46857,1.1.1.346
1mzs,A,P0A6R0,2.3.1.180
1mzu,A,Q9X2W8,2.7.13.3
1mzu,B,Q9X2W8,2.7.13.3
1mzu,C,Q9X2W8,2.7.13.3
1mzv,A,O77103,2.4.2.7
1mzw,A,O43447,5.2.1.8
1mzy,A,Q53239,1.7.2.1
1mzz,A,Q53239,1.7.2.1
1mzz,B,Q53239,1.7.2.1
1mzz,C,Q53239,1.7.2.1
1n05,A,O74866,2.7.1.26
1n06,A,O74866,2.7.1.26
1n06,B,O74866,2.7.1.26
1n07,A,O74866,2.7.1.26
1n07,B,O74866,2.7.1.26
1n08,A,O74866,2.7.1.26
1n08,B,O74866,2.7.1.26
1n0h,A,P07342,2.2.1.6
1n0h,B,P07342,2.2.1.6
1n0i,A,P32396,4.99.1.9
1n0j,A,P04179,1.15.1.1
1n0j,B,P04179,1.15.1.1
1n0n,A,P04179,1.15.1.1
1n0n,B,P04179,1.15.1.1
1n0u,A,P32324,3.6.5.-
1n0v,C,P32324,3.6.5.-
1n0v,D,P32324,3.6.5.-
1n0w,A,Q06609,3.6.4.-
1n13,A,Q57764,4.1.1.19
1n13,B,Q57764,4.1.1.19
1n13,C,Q57764,4.1.1.19
1n13,D,Q57764,4.1.1.19
1n13,E,Q57764,4.1.1.19
1n13,F,Q57764,4.1.1.19
1n13,G,Q57764,4.1.1.19
1n13,H,Q57764,4.1.1.19
1n13,I,Q57764,4.1.1.19
1n13,J,Q57764,4.1.1.19
1n13,K,Q57764,4.1.1.19
1n13,L,Q57764,4.1.1.19
1n15,A,P24474,1.7.2.1
1n15,A,P24474,1.7.99.1
1n15,B,P24474,1.7.2.1
1n15,B,P24474,1.7.99.1
1n18,A,P00441,1.15.1.1
1n18,A,P00441,1.8.-.-
1n18,B,P00441,1.15.1.1
1n18,B,P00441,1.8.-.-
1n18,C,P00441,1.15.1.1
1n18,C,P00441,1.8.-.-
1n18,D,P00441,1.15.1.1
1n18,D,P00441,1.8.-.-
1n18,E,P00441,1.15.1.1
1n18,E,P00441,1.8.-.-
1n18,F,P00441,1.15.1.1
1n18,F,P00441,1.8.-.-
1n18,G,P00441,1.15.1.1
1n18,G,P00441,1.8.-.-
1n18,H,P00441,1.15.1.1
1n18,H,P00441,1.8.-.-
1n18,I,P00441,1.15.1.1
1n18,I,P00441,1.8.-.-
1n18,J,P00441,1.15.1.1
1n18,J,P00441,1.8.-.-
1n19,A,P00441,1.15.1.1
1n19,A,P00441,1.8.-.-
1n19,B,P00441,1.15.1.1
1n19,B,P00441,1.8.-.-
1n1a,A,Q02790,5.2.1.8
1n1a,B,Q02790,5.2.1.8
1n1b,A,O81192,4.2.3.116
1n1b,A,O81192,4.2.3.121
1n1b,A,O81192,5.5.1.8
1n1b,B,O81192,4.2.3.116
1n1b,B,O81192,4.2.3.121
1n1b,B,O81192,5.5.1.8
1n1d,A,P27623,2.7.7.39
1n1d,B,P27623,2.7.7.39
1n1d,C,P27623,2.7.7.39
1n1d,D,P27623,2.7.7.39
1n1e,A,P90551,1.1.1.8
1n1e,B,P90551,1.1.1.8
1n1g,A,P90551,1.1.1.8
1n1h,A,P0CK31,2.7.7.48
1n1l,A,P27958,2.7.7.48
1n1l,A,P27958,3.4.21.98
1n1l,A,P27958,3.4.22.-
1n1l,A,P27958,3.6.1.15
1n1l,A,P27958,3.6.4.13
1n1l,B,P27958,2.7.7.48
1n1l,B,P27958,3.4.21.98
1n1l,B,P27958,3.4.22.-
1n1l,B,P27958,3.6.1.15
1n1l,B,P27958,3.6.4.13
1n1m,A,P27487,3.4.14.5
1n1m,B,P27487,3.4.14.5
1n1p,A,P12676,1.1.3.6
1n1p,A,P12676,5.3.3.1
1n1q,A,P83695,1.16.-.-
1n1q,B,P83695,1.16.-.-
1n1q,C,P83695,1.16.-.-
1n1q,D,P83695,1.16.-.-
1n1s,A,O44049,3.2.1.18
1n1t,A,O44049,3.2.1.18
1n1v,A,O44049,3.2.1.18
1n1x,A,P00669,4.6.1.18
1n1y,A,O44049,3.2.1.18
1n1z,A,O81192,4.2.3.116
1n1z,A,O81192,4.2.3.121
1n1z,A,O81192,5.5.1.8
1n1z,B,O81192,4.2.3.116
1n1z,B,O81192,4.2.3.121
1n1z,B,O81192,5.5.1.8
1n20,A,O81192,4.2.3.116
1n20,A,O81192,4.2.3.121
1n20,A,O81192,5.5.1.8
1n20,B,O81192,4.2.3.116
1n20,B,O81192,4.2.3.121
1n20,B,O81192,5.5.1.8
1n21,A,O81192,4.2.3.116
1n21,A,O81192,4.2.3.121
1n21,A,O81192,5.5.1.8
1n22,A,O81192,4.2.3.116
1n22,A,O81192,4.2.3.121
1n22,A,O81192,5.5.1.8
1n22,B,O81192,4.2.3.116
1n22,B,O81192,4.2.3.121
1n22,B,O81192,5.5.1.8
1n23,A,O81192,4.2.3.116
1n23,A,O81192,4.2.3.121
1n23,A,O81192,5.5.1.8
1n23,B,O81192,4.2.3.116
1n23,B,O81192,4.2.3.121
1n23,B,O81192,5.5.1.8
1n24,A,O81192,4.2.3.116
1n24,A,O81192,4.2.3.121
1n24,A,O81192,5.5.1.8
1n24,B,O81192,4.2.3.116
1n24,B,O81192,4.2.3.121
1n24,B,O81192,5.5.1.8
1n25,A,P03070,5.6.2.4
1n25,B,P03070,5.6.2.4
1n28,A,P14555,3.1.1.4
1n28,B,P14555,3.1.1.4
1n29,A,P14555,3.1.1.4
1n2a,A,P0A9D2,2.5.1.18
1n2a,B,P0A9D2,2.5.1.18
1n2b,A,P9WIL5,6.3.2.1
1n2b,B,P9WIL5,6.3.2.1
1n2c,A,P07328,1.18.6.1
1n2c,B,P07329,1.18.6.1
1n2c,C,P07328,1.18.6.1
1n2c,D,P07329,1.18.6.1
1n2c,E,P00459,1.18.6.1
1n2c,F,P00459,1.18.6.1
1n2c,G,P00459,1.18.6.1
1n2c,H,P00459,1.18.6.1
1n2e,A,P9WIL5,6.3.2.1
1n2e,B,P9WIL5,6.3.2.1
1n2g,A,P9WIL5,6.3.2.1
1n2g,B,P9WIL5,6.3.2.1
1n2h,A,P9WIL5,6.3.2.1
1n2h,B,P9WIL5,6.3.2.1
1n2i,A,P9WIL5,6.3.2.1
1n2i,B,P9WIL5,6.3.2.1
1n2j,A,P9WIL5,6.3.2.1
1n2j,B,P9WIL5,6.3.2.1
1n2k,A,P15289,3.1.6.8
1n2l,A,P15289,3.1.6.8
1n2m,A,Q57764,4.1.1.19
1n2m,B,Q57764,4.1.1.19
1n2m,C,Q57764,4.1.1.19
1n2m,D,Q57764,4.1.1.19
1n2m,E,Q57764,4.1.1.19
1n2m,F,Q57764,4.1.1.19
1n2n,A,P29477,1.14.13.39
1n2n,B,P29477,1.14.13.39
1n2o,A,P9WIL5,6.3.2.1
1n2o,B,P9WIL5,6.3.2.1
1n2s,A,P26392,1.1.1.133
1n2t,A,A0ACD6B834,4.4.1.-
1n2t,B,A0ACD6B834,4.4.1.-
1n2v,A,P28720,2.4.2.29
1n2x,A,Q9WZX6,2.1.1.199
1n2x,B,Q9WZX6,2.1.1.199
1n31,A,A0ACD6B834,4.4.1.-
1n31,B,A0ACD6B834,4.4.1.-
1n35,A,P0CK31,2.7.7.48
1n38,A,P0CK31,2.7.7.48
1n39,A,O15527,3.2.2.-
1n39,A,O15527,4.2.99.18
1n3a,A,O15527,3.2.2.-
1n3a,A,O15527,4.2.99.18
1n3b,A,P0A6I9,2.7.1.24
1n3b,B,P0A6I9,2.7.1.24
1n3b,C,P0A6I9,2.7.1.24
1n3c,A,O15527,3.2.2.-
1n3c,A,O15527,4.2.99.18
1n3e,A,P05725,3.1.-.-
1n3e,B,P05725,3.1.-.-
1n3e,G,P05725,3.1.-.-
1n3e,H,P05725,3.1.-.-
1n3f,A,P05725,3.1.-.-
1n3f,B,P05725,3.1.-.-
1n3f,G,P05725,3.1.-.-
1n3f,H,P05725,3.1.-.-
1n3i,A,P9WIL5,6.3.2.1
1n3i,B,P9WIL5,6.3.2.1
1n3i,C,P9WIL5,6.3.2.1
1n3l,A,P54577,6.1.1.1
1n3r,A,P0A6T5,3.5.4.16
1n3r,B,P0A6T5,3.5.4.16
1n3r,C,P0A6T5,3.5.4.16
1n3r,D,P0A6T5,3.5.4.16
1n3r,E,P0A6T5,3.5.4.16
1n3r,F,P0A6T5,3.5.4.16
1n3r,G,P0A6T5,3.5.4.16
1n3r,H,P0A6T5,3.5.4.16
1n3r,I,P0A6T5,3.5.4.16
1n3r,J,P0A6T5,3.5.4.16
1n3r,K,P0A6T5,3.5.4.16
1n3r,L,P0A6T5,3.5.4.16
1n3r,M,P0A6T5,3.5.4.16
1n3r,N,P0A6T5,3.5.4.16
1n3r,O,P0A6T5,3.5.4.16
1n3s,A,P0A6T5,3.5.4.16
1n3s,B,P0A6T5,3.5.4.16
1n3s,C,P0A6T5,3.5.4.16
1n3s,D,P0A6T5,3.5.4.16
1n3s,E,P0A6T5,3.5.4.16
1n3s,F,P0A6T5,3.5.4.16
1n3s,G,P0A6T5,3.5.4.16
1n3s,H,P0A6T5,3.5.4.16
1n3s,I,P0A6T5,3.5.4.16
1n3s,J,P0A6T5,3.5.4.16
1n3t,A,P0A6T5,3.5.4.16
1n3t,B,P0A6T5,3.5.4.16
1n3t,C,P0A6T5,3.5.4.16
1n3t,D,P0A6T5,3.5.4.16
1n3t,E,P0A6T5,3.5.4.16
1n3t,F,P0A6T5,3.5.4.16
1n3t,G,P0A6T5,3.5.4.16
1n3t,H,P0A6T5,3.5.4.16
1n3t,I,P0A6T5,3.5.4.16
1n3t,J,P0A6T5,3.5.4.16
1n3t,K,P0A6T5,3.5.4.16
1n3t,L,P0A6T5,3.5.4.16
1n3t,M,P0A6T5,3.5.4.16
1n3t,N,P0A6T5,3.5.4.16
1n3t,O,P0A6T5,3.5.4.16
1n3u,A,P09601,1.14.14.18
1n3u,B,P09601,1.14.14.18
1n3z,A,P00669,4.6.1.18
1n40,A,P9WPP7,1.14.19.70
1n45,A,P09601,1.14.14.18
1n45,B,P09601,1.14.14.18
1n48,A,Q97W02,2.7.7.7
1n49,A,P03369,2.7.7.-
1n49,A,P03369,2.7.7.49
1n49,A,P03369,2.7.7.7
1n49,A,P03369,3.1.-.-
1n49,A,P03369,3.1.13.2
1n49,A,P03369,3.1.26.13
1n49,A,P03369,3.4.23.16
1n49,B,P03369,2.7.7.-
1n49,B,P03369,2.7.7.49
1n49,B,P03369,2.7.7.7
1n49,B,P03369,3.1.-.-
1n49,B,P03369,3.1.13.2
1n49,B,P03369,3.1.26.13
1n49,B,P03369,3.4.23.16
1n49,C,P03369,2.7.7.-
1n49,C,P03369,2.7.7.49
1n49,C,P03369,2.7.7.7
1n49,C,P03369,3.1.-.-
1n49,C,P03369,3.1.13.2
1n49,C,P03369,3.1.26.13
1n49,C,P03369,3.4.23.16
1n49,D,P03369,2.7.7.-
1n49,D,P03369,2.7.7.49
1n49,D,P03369,2.7.7.7
1n49,D,P03369,3.1.-.-
1n49,D,P03369,3.1.13.2
1n49,D,P03369,3.1.26.13
1n49,D,P03369,3.4.23.16
1n4c,A,Q27974,3.1.3.-
1n4f,A,P00698,3.2.1.17
1n4g,A,P9WPP7,1.14.19.70
1n4h,B,Q15788,2.3.1.48
1n4l,A,P03355,2.7.7.-
1n4l,A,P03355,2.7.7.49
1n4l,A,P03355,2.7.7.7
1n4l,A,P03355,3.1.-.-
1n4l,A,P03355,3.1.26.4
1n4l,A,P03355,3.4.23.-
1n4o,A,Q9RBQ1,3.5.2.6
1n4o,B,Q9RBQ1,3.5.2.6
1n4p,A,Q04631,2.5.1.58
1n4p,A,Q04631,2.5.1.59
1n4p,B,P53610,2.5.1.59
1n4p,C,Q04631,2.5.1.58
1n4p,C,Q04631,2.5.1.59
1n4p,D,P53610,2.5.1.59
1n4p,E,Q04631,2.5.1.58
1n4p,E,Q04631,2.5.1.59
1n4p,F,P53610,2.5.1.59
1n4p,G,Q04631,2.5.1.58
1n4p,G,Q04631,2.5.1.59
1n4p,H,P53610,2.5.1.59
1n4p,I,Q04631,2.5.1.58
1n4p,I,Q04631,2.5.1.59
1n4p,J,P53610,2.5.1.59
1n4p,K,Q04631,2.5.1.58
1n4p,K,Q04631,2.5.1.59
1n4p,L,P53610,2.5.1.59
1n4p,M,P61225,3.6.5.2
1n4p,N,P61225,3.6.5.2
1n4q,A,Q04631,2.5.1.58
1n4q,A,Q04631,2.5.1.59
1n4q,B,P53610,2.5.1.59
1n4q,C,Q04631,2.5.1.58
1n4q,C,Q04631,2.5.1.59
1n4q,D,P53610,2.5.1.59
1n4q,E,Q04631,2.5.1.58
1n4q,E,Q04631,2.5.1.59
1n4q,F,P53610,2.5.1.59
1n4q,G,Q04631,2.5.1.58
1n4q,G,Q04631,2.5.1.59
1n4q,H,P53610,2.5.1.59
1n4q,I,Q04631,2.5.1.58
1n4q,I,Q04631,2.5.1.59
1n4q,J,P53610,2.5.1.59
1n4q,K,Q04631,2.5.1.58
1n4q,K,Q04631,2.5.1.59
1n4q,L,P53610,2.5.1.59
1n4q,M,P61225,3.6.5.2
1n4q,N,P61225,3.6.5.2
1n4q,O,P61225,3.6.5.2
1n4q,P,P61225,3.6.5.2
1n4q,Q,P61225,3.6.5.2
1n4q,R,P61225,3.6.5.2
1n4r,A,Q04631,2.5.1.58
1n4r,A,Q04631,2.5.1.59
1n4r,B,P53610,2.5.1.59
1n4r,C,Q04631,2.5.1.58
1n4r,C,Q04631,2.5.1.59
1n4r,D,P53610,2.5.1.59
1n4r,E,Q04631,2.5.1.58
1n4r,E,Q04631,2.5.1.59
1n4r,F,P53610,2.5.1.59
1n4r,G,Q04631,2.5.1.58
1n4r,G,Q04631,2.5.1.59
1n4r,H,P53610,2.5.1.59
1n4r,I,Q04631,2.5.1.58
1n4r,I,Q04631,2.5.1.59
1n4r,J,P53610,2.5.1.59
1n4r,K,Q04631,2.5.1.58
1n4r,K,Q04631,2.5.1.59
1n4r,L,P53610,2.5.1.59
1n4r,M,P61225,3.6.5.2
1n4r,N,P61225,3.6.5.2
1n4r,O,P61225,3.6.5.2
1n4r,P,P61225,3.6.5.2
1n4r,Q,P61225,3.6.5.2
1n4r,R,P61225,3.6.5.2
1n4s,A,Q04631,2.5.1.58
1n4s,A,Q04631,2.5.1.59
1n4s,B,P53610,2.5.1.59
1n4s,C,Q04631,2.5.1.58
1n4s,C,Q04631,2.5.1.59
1n4s,D,P53610,2.5.1.59
1n4s,E,Q04631,2.5.1.58
1n4s,E,Q04631,2.5.1.59
1n4s,F,P53610,2.5.1.59
1n4s,G,Q04631,2.5.1.58
1n4s,G,Q04631,2.5.1.59
1n4s,H,P53610,2.5.1.59
1n4s,I,Q04631,2.5.1.58
1n4s,I,Q04631,2.5.1.59
1n4s,J,P53610,2.5.1.59
1n4s,K,Q04631,2.5.1.58
1n4s,K,Q04631,2.5.1.59
1n4s,L,P53610,2.5.1.59
1n4s,M,P08644,3.6.5.2
1n4s,N,P08644,3.6.5.2
1n4s,O,P08644,3.6.5.2
1n4s,P,P08644,3.6.5.2
1n4s,Q,P08644,3.6.5.2
1n4s,R,P08644,3.6.5.2
